Canada, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 06/12/2021
Year    ARDY   Cohort        ASFR
1952     54     1898      0.00001
1952     55+    1897-     0.00000
1953     12-    1941+     0.00000
1953     13     1940      0.00002
1953     14     1939      0.00043
1953     15     1938      0.00264
1953     16     1937      0.00955
1953     17     1936      0.02734
1953     18     1935      0.05881
1953     19     1934      0.09990
1953     20     1933      0.14153
1953     21     1932      0.17812
1953     22     1931      0.20593
1953     23     1930      0.22247
1953     24     1929      0.23421
1953     25     1928      0.23923
1953     26     1927      0.22788
1953     27     1926      0.20972
1953     28     1925      0.19765
1953     29     1924      0.19349
1953     30     1923      0.18805
1953     31     1922      0.17203
1953     32     1921      0.15471
1953     33     1920      0.14227
1953     34     1919      0.13335
1953     35     1918      0.12200
1953     36     1917      0.10623
1953     37     1916      0.09163
1953     38     1915      0.07978
1953     39     1914      0.06877
1953     40     1913      0.05819
1953     41     1912      0.04722
1953     42     1911      0.03475
1953     43     1910      0.02291
1953     44     1909      0.01398
1953     45     1908      0.00821
1953     46     1907      0.00492
1953     47     1906      0.00275
1953     48     1905      0.00131
1953     49     1904      0.00057
1953     50     1903      0.00023
1953     51     1902      0.00010
1953     52     1901      0.00004
1953     53     1900      0.00002
1953     54     1899      0.00001
1953     55+    1898-     0.00000
1954     12-    1942+     0.00000
1954     13     1941      0.00002
1954     14     1940      0.00043
1954     15     1939      0.00270
1954     16     1938      0.00980
1954     17     1937      0.02829
1954     18     1936      0.06160
1954     19     1935      0.10506
1954     20     1934      0.14842
1954     21     1933      0.18688
1954     22     1932      0.21596
1954     23     1931      0.23273
1954     24     1930      0.24375
1954     25     1929      0.24713
1954     26     1928      0.23377
1954     27     1927      0.21409
1954     28     1926      0.20125
1954     29     1925      0.19726
1954     30     1924      0.19258
1954     31     1923      0.17696
1954     32     1922      0.15925
1954     33     1921      0.14620
1954     34     1920      0.13594
1954     35     1919      0.12346
1954     36     1918      0.10681
1954     37     1917      0.09192
1954     38     1916      0.08021
1954     39     1915      0.06959
1954     40     1914      0.05935
1954     41     1913      0.04853
1954     42     1912      0.03618
1954     43     1911      0.02432
1954     44     1910      0.01518
1954     45     1909      0.00906
1954     46     1908      0.00547
1954     47     1907      0.00308
1954     48     1906      0.00146
1954     49     1905      0.00063
1954     50     1904      0.00026
1954     51     1903      0.00010
1954     52     1902      0.00004
1954     53     1901      0.00002
1954     54     1900      0.00001
1954     55+    1899-     0.00000
1955     12-    1943+     0.00000
1955     13     1942      0.00002
1955     14     1941      0.00043
1955     15     1940      0.00268
1955     16     1939      0.00989
1955     17     1938      0.02838
1955     18     1937      0.06167
1955     19     1936      0.10555
1955     20     1935      0.14898
1955     21     1934      0.18732
1955     22     1933      0.21697
1955     23     1932      0.23398
1955     24     1931      0.24541
1955     25     1930      0.24933
1955     26     1929      0.23650
1955     27     1928      0.21680
1955     28     1927      0.20328
1955     29     1926      0.19790
1955     30     1925      0.19127
1955     31     1924      0.17410
1955     32     1923      0.15589
1955     33     1922      0.14332
1955     34     1921      0.13443
1955     35     1920      0.12295
1955     36     1919      0.10734
1955     37     1918      0.09281
1955     38     1917      0.08108
1955     39     1916      0.07018
1955     40     1915      0.05983
1955     41     1914      0.04893
1955     42     1913      0.03616
1955     43     1912      0.02391
1955     44     1911      0.01463
1955     45     1910      0.00851
1955     46     1909      0.00503
1955     47     1908      0.00282
1955     48     1907      0.00134
1955     49     1906      0.00058
1955     50     1905      0.00024
1955     51     1904      0.00010
1955     52     1903      0.00004
1955     53     1902      0.00002
1955     54     1901      0.00001
1955     55+    1900-     0.00000
1956     12-    1944+     0.00000
1956     13     1943      0.00002
1956     14     1942      0.00043
1956     15     1941      0.00270
1956     16     1940      0.00991
1956     17     1939      0.02922
1956     18     1938      0.06395
1956     19     1937      0.10976
1956     20     1936      0.15358
1956     21     1935      0.19067
1956     22     1934      0.21951
1956     23     1933      0.23618
1956     24     1932      0.24822
1956     25     1931      0.25384
1956     26     1930      0.24218
1956     27     1929      0.22255
1956     28     1928      0.20779
1956     29     1927      0.20006
1956     30     1926      0.19024
1956     31     1925      0.17053
1956     32     1924      0.15146
1956     33     1923      0.13926
1956     34     1922      0.13160
1956     35     1921      0.12212
1956     36     1920      0.10756
1956     37     1919      0.09347
1956     38     1918      0.08109
1956     39     1917      0.06924
1956     40     1916      0.05799
1956     41     1915      0.04674
1956     42     1914      0.03445
1956     43     1913      0.02294
1956     44     1912      0.01421
1956     45     1911      0.00834
1956     46     1910      0.00496
1956     47     1909      0.00280
1956     48     1908      0.00133
1956     49     1907      0.00058
1956     50     1906      0.00024
1956     51     1905      0.00010
1956     52     1904      0.00004
1956     53     1903      0.00002
1956     54     1902      0.00001
1956     55+    1901-     0.00000
1957     12-    1945+     0.00000
1957     13     1944      0.00002
1957     14     1943      0.00047
1957     15     1942      0.00298
1957     16     1941      0.01106
1957     17     1940      0.03197
1957     18     1939      0.07027
1957     19     1938      0.11897
1957     20     1937      0.16327
1957     21     1936      0.19902
1957     22     1935      0.22593
1957     23     1934      0.24086
1957     24     1933      0.25290
1957     25     1932      0.25971
1957     26     1931      0.24885
1957     27     1930      0.22886
1957     28     1929      0.21324
1957     29     1928      0.20383
1957     30     1927      0.19194
1957     31     1926      0.17041
1957     32     1925      0.15065
1957     33     1924      0.13869
1957     34     1923      0.13177
1957     35     1922      0.12321
1957     36     1921      0.10952
1957     37     1920      0.09513
1957     38     1919      0.08250
1957     39     1918      0.07005
1957     40     1917      0.05825
1957     41     1916      0.04670
1957     42     1915      0.03432
1957     43     1914      0.02282
1957     44     1913      0.01413
1957     45     1912      0.00829
1957     46     1911      0.00493
1957     47     1910      0.00278
1957     48     1909      0.00133
1957     49     1908      0.00058
1957     50     1907      0.00024
1957     51     1906      0.00010
1957     52     1905      0.00004
1957     53     1904      0.00002
1957     54     1903      0.00001
1957     55+    1902-     0.00000
1958     12-    1946+     0.00000
1958     13     1945      0.00002
1958     14     1944      0.00054
1958     15     1943      0.00333
1958     16     1942      0.01173
1958     17     1941      0.03285
1958     18     1940      0.06910
1958     19     1939      0.11652
1958     20     1938      0.16069
1958     21     1937      0.19756
1958     22     1936      0.22618
1958     23     1935      0.24244
1958     24     1934      0.25462
1958     25     1933      0.26040
1958     26     1932      0.24856
1958     27     1931      0.22815
1958     28     1930      0.21215
1958     29     1929      0.20266
1958     30     1928      0.19085
1958     31     1927      0.16948
1958     32     1926      0.14940
1958     33     1925      0.13706
1958     34     1924      0.12961
1958     35     1923      0.12058
1958     36     1922      0.10664
1958     37     1921      0.09233
1958     38     1920      0.07923
1958     39     1919      0.06693
1958     40     1918      0.05517
1958     41     1917      0.04386
1958     42     1916      0.03212
1958     43     1915      0.02136
1958     44     1914      0.01326
1958     45     1913      0.00783
1958     46     1912      0.00469
1958     47     1911      0.00265
1958     48     1910      0.00128
1958     49     1909      0.00056
1958     50     1908      0.00023
1958     51     1907      0.00010
1958     52     1906      0.00004
1958     53     1905      0.00002
1958     54     1904      0.00001
1958     55+    1903-     0.00000
1959     12-    1947+     0.00000
1959     13     1946      0.00002
1959     14     1945      0.00054
1959     15     1944      0.00336
1959     16     1943      0.01199
1959     17     1942      0.03342
1959     18     1941      0.07096
1959     19     1940      0.11922
1959     20     1939      0.16520
1959     21     1938      0.20290
1959     22     1937      0.23278
1959     23     1936      0.24957
1959     24     1935      0.26138
1959     25     1934      0.26606
1959     26     1933      0.25278
1959     27     1932      0.23131
1959     28     1931      0.21435
1959     29     1930      0.20402
1959     30     1929      0.19159
1959     31     1928      0.16959
1959     32     1927      0.14917
1959     33     1926      0.13663
1959     34     1925      0.12922
1959     35     1924      0.12048
1959     36     1923      0.10673
1959     37     1922      0.09230
1959     38     1921      0.07919
1959     39     1920      0.06636
1959     40     1919      0.05453
1959     41     1918      0.04317
1959     42     1917      0.03166
1959     43     1916      0.02118
1959     44     1915      0.01327
1959     45     1914      0.00793
1959     46     1913      0.00479
1959     47     1912      0.00272
1959     48     1911      0.00131
1959     49     1910      0.00057
1959     50     1909      0.00024
1959     51     1908      0.00010
1959     52     1907      0.00004
1959     53     1906      0.00002
1959     54     1905      0.00001
1959     55+    1904-     0.00000
1960     12-    1948+     0.00000
1960     13     1947      0.00002
1960     14     1946      0.00049
1960     15     1945      0.00296
1960     16     1944      0.01108
1960     17     1943      0.03313
1960     18     1942      0.07036
1960     19     1941      0.11868
1960     20     1940      0.16864
1960     21     1939      0.21084
1960     22     1938      0.23703
1960     23     1937      0.24972
1960     24     1936      0.25375
1960     25     1935      0.25223
1960     26     1934      0.24218
1960     27     1933      0.22954
1960     28     1932      0.22041
1960     29     1931      0.20765
1960     30     1930      0.19374
1960     31     1929      0.16857
1960     32     1928      0.14771
1960     33     1927      0.13789
1960     34     1926      0.12469
1960     35     1925      0.11259
1960     36     1924      0.10014
1960     37     1923      0.08710
1960     38     1922      0.07786
1960     39     1921      0.06902
1960     40     1920      0.05702
1960     41     1919      0.04036
1960     42     1918      0.02931
1960     43     1917      0.02271
1960     44     1916      0.01434
1960     45     1915      0.00835
1960     46     1914      0.00454
1960     47     1913      0.00210
1960     48     1912      0.00087
1960     49     1911      0.00035
1960     50     1910      0.00014
1960     51     1909      0.00007
1960     52     1908      0.00004
1960     53     1907      0.00002
1960     54     1906      0.00001
1960     55+    1905-     0.00000
1961     12-    1949+     0.00000
1961     13     1948      0.00002
1961     14     1947      0.00051
1961     15     1946      0.00297
1961     16     1945      0.01080
1961     17     1944      0.03171
1961     18     1943      0.06885
1961     19     1942      0.11671
1961     20     1941      0.16591
1961     21     1940      0.20846
1961     22     1939      0.23732
1961     23     1938      0.25231
1961     24     1937      0.25330
1961     25     1936      0.24807
1961     26     1935      0.23936
1961     27     1934      0.22476
1961     28     1933      0.21239
1961     29     1932      0.20084
1961     30     1931      0.18921
1961     31     1930      0.17107
1961     32     1929      0.15126
1961     33     1928      0.13570
1961     34     1927      0.12085
1961     35     1926      0.10715
1961     36     1925      0.09720
1961     37     1924      0.08695
1961     38     1923      0.07583
1961     39     1922      0.06441
1961     40     1921      0.05434
1961     41     1920      0.04206
1961     42     1919      0.03015
1961     43     1918      0.02179
1961     44     1917      0.01394
1961     45     1916      0.00801
1961     46     1915      0.00425
1961     47     1914      0.00219
1961     48     1913      0.00111
1961     49     1912      0.00043
1961     50     1911      0.00016
1961     51     1910      0.00007
1961     52     1909      0.00004
1961     53     1908      0.00002
1961     54     1907      0.00001
1961     55+    1906-     0.00000
1962     12-    1950+     0.00000
1962     13     1949      0.00002
1962     14     1948      0.00045
1962     15     1947      0.00286
1962     16     1946      0.01023
1962     17     1945      0.02915
1962     18     1944      0.06384
1962     19     1943      0.11239
1962     20     1942      0.16291
1962     21     1941      0.20602
1962     22     1940      0.23450
1962     23     1939      0.24923
1962     24     1938      0.25260
1962     25     1937      0.24560
1962     26     1936      0.23530
1962     27     1935      0.22314
1962     28     1934      0.20957
1962     29     1933      0.19384
1962     30     1932      0.18004
1962     31     1931      0.16642
1962     32     1930      0.15295
1962     33     1929      0.13584
1962     34     1928      0.11849
1962     35     1927      0.10513
1962     36     1926      0.09321
1962     37     1925      0.08300
1962     38     1924      0.07202
1962     39     1923      0.06118
1962     40     1922      0.05065
1962     41     1921      0.04015
1962     42     1920      0.03099
1962     43     1919      0.02171
1962     44     1918      0.01259
1962     45     1917      0.00706
1962     46     1916      0.00397
1962     47     1915      0.00205
1962     48     1914      0.00080
1962     49     1913      0.00029
1962     50     1912      0.00012
1962     51     1911      0.00005
1962     52     1910      0.00002
1962     53     1909      0.00001
1962     54     1908      0.00001
1962     55+    1907-     0.00000
1963     12-    1951+     0.00000
1963     13     1950      0.00002
1963     14     1949      0.00037
1963     15     1948      0.00272
1963     16     1947      0.01104
1963     17     1946      0.03018
1963     18     1945      0.06131
1963     19     1944      0.10624
1963     20     1943      0.15705
1963     21     1942      0.19865
1963     22     1941      0.22817
1963     23     1940      0.24554
1963     24     1939      0.24905
1963     25     1938      0.24089
1963     26     1937      0.23085
1963     27     1936      0.21910
1963     28     1935      0.20493
1963     29     1934      0.18877
1963     30     1933      0.17441
1963     31     1932      0.15980
1963     32     1931      0.14831
1963     33     1930      0.13589
1963     34     1929      0.11797
1963     35     1928      0.10328
1963     36     1927      0.09287
1963     37     1926      0.08060
1963     38     1925      0.06998
1963     39     1924      0.06024
1963     40     1923      0.04854
1963     41     1922      0.03674
1963     42     1921      0.02856
1963     43     1920      0.02124
1963     44     1919      0.01261
1963     45     1918      0.00705
1963     46     1917      0.00405
1963     47     1916      0.00178
1963     48     1915      0.00076
1963     49     1914      0.00033
1963     50     1913      0.00011
1963     51     1912      0.00004
1963     52     1911      0.00002
1963     53     1910      0.00001
1963     54     1909      0.00001
1963     55+    1908-     0.00000
1964     12-    1952+     0.00000
1964     13     1951      0.00002
1964     14     1950      0.00041
1964     15     1949      0.00253
1964     16     1948      0.00967
1964     17     1947      0.02972
1964     18     1946      0.06116
1964     19     1945      0.09921
1964     20     1944      0.14321
1964     21     1943      0.18604
1964     22     1942      0.21545
1964     23     1941      0.23002
1964     24     1940      0.23638
1964     25     1939      0.23380
1964     26     1938      0.22182
1964     27     1937      0.20902
1964     28     1936      0.19711
1964     29     1935      0.18198
1964     30     1934      0.16835
1964     31     1933      0.15028
1964     32     1932      0.13979
1964     33     1931      0.13188
1964     34     1930      0.11656
1964     35     1929      0.10032
1964     36     1928      0.08723
1964     37     1927      0.07760
1964     38     1926      0.06702
1964     39     1925      0.05693
1964     40     1924      0.04679
1964     41     1923      0.03554
1964     42     1922      0.02726
1964     43     1921      0.02064
1964     44     1920      0.01295
1964     45     1919      0.00759
1964     46     1918      0.00411
1964     47     1917      0.00182
1964     48     1916      0.00072
1964     49     1915      0.00030
1964     50     1914      0.00010
1964     51     1913      0.00004
1964     52     1912      0.00002
1964     53     1911      0.00001
1964     54     1910      0.00000
1964     55+    1909-     0.00000
1965     12-    1953+     0.00000
1965     13     1952      0.00002
1965     14     1951      0.00038
1965     15     1950      0.00241
1965     16     1949      0.00938
1965     17     1948      0.02807
1965     18     1947      0.06062
1965     19     1946      0.09793
1965     20     1945      0.12918
1965     21     1944      0.16081
1965     22     1943      0.19114
1965     23     1942      0.20680
1965     24     1941      0.20974
1965     25     1940      0.20790
1965     26     1939      0.19939
1965     27     1938      0.18738
1965     28     1937      0.17612
1965     29     1936      0.16170
1965     30     1935      0.15008
1965     31     1934      0.13408
1965     32     1933      0.12193
1965     33     1932      0.11529
1965     34     1931      0.10400
1965     35     1930      0.09223
1965     36     1929      0.08008
1965     37     1928      0.06924
1965     38     1927      0.06164
1965     39     1926      0.05193
1965     40     1925      0.04101
1965     41     1924      0.03137
1965     42     1923      0.02436
1965     43     1922      0.01753
1965     44     1921      0.01140
1965     45     1920      0.00731
1965     46     1919      0.00379
1965     47     1918      0.00162
1965     48     1917      0.00066
1965     49     1916      0.00025
1965     50     1915      0.00011
1965     51     1914      0.00006
1965     52     1913      0.00003
1965     53     1912      0.00002
1965     54     1911      0.00001
1965     55+    1910-     0.00000
1966     12-    1954+     0.00000
1966     13     1953      0.00002
1966     14     1952      0.00040
1966     15     1951      0.00248
1966     16     1950      0.00915
1966     17     1949      0.02612
1966     18     1948      0.05589
1966     19     1947      0.09537
1966     20     1946      0.12634
1966     21     1945      0.14655
1966     22     1944      0.16547
1966     23     1943      0.18345
1966     24     1942      0.19139
1966     25     1941      0.18838
1966     26     1940      0.18003
1966     27     1939      0.16808
1966     28     1938      0.15775
1966     29     1937      0.14459
1966     30     1936      0.13168
1966     31     1935      0.11672
1966     32     1934      0.10413
1966     33     1933      0.09806
1966     34     1932      0.09014
1966     35     1931      0.08042
1966     36     1930      0.07212
1966     37     1929      0.06158
1966     38     1928      0.05200
1966     39     1927      0.04486
1966     40     1926      0.03611
1966     41     1925      0.02745
1966     42     1924      0.02088
1966     43     1923      0.01557
1966     44     1922      0.01014
1966     45     1921      0.00598
1966     46     1920      0.00320
1966     47     1919      0.00162
1966     48     1918      0.00064
1966     49     1917      0.00024
1966     50     1916      0.00010
1966     51     1915      0.00004
1966     52     1914      0.00002
1966     53     1913      0.00001
1966     54     1912      0.00000
1966     55+    1911-     0.00000
1967     12-    1955+     0.00000
1967     13     1954      0.00002
1967     14     1953      0.00040
1967     15     1952      0.00261
1967     16     1951      0.00940
1967     17     1950      0.02539
1967     18     1949      0.05237
1967     19     1948      0.08775
1967     20     1947      0.12426
1967     21     1946      0.14756
1967     22     1945      0.15572
1967     23     1944      0.16666
1967     24     1943      0.17818
1967     25     1942      0.17844
1967     26     1941      0.16807
1967     27     1940      0.15676
1967     28     1939      0.14655
1967     29     1938      0.13380
1967     30     1937      0.11964
1967     31     1936      0.10562
1967     32     1935      0.09459
1967     33     1934      0.08655
1967     34     1933      0.07800
1967     35     1932      0.07054
1967     36     1931      0.06303
1967     37     1930      0.05555
1967     38     1929      0.04730
1967     39     1928      0.03835
1967     40     1927      0.03071
1967     41     1926      0.02355
1967     42     1925      0.01752
1967     43     1924      0.01279
1967     44     1923      0.00840
1967     45     1922      0.00488
1967     46     1921      0.00266
1967     47     1920      0.00121
1967     48     1919      0.00054
1967     49     1918      0.00034
1967     50     1917      0.00010
1967     51     1916      0.00002
1967     52     1915      0.00001
1967     53     1914      0.00000
1967     54     1913      0.00000
1967     55+    1912-     0.00000
1968     12-    1956+     0.00000
1968     13     1955      0.00002
1968     14     1954      0.00045
1968     15     1953      0.00283
1968     16     1952      0.00970
1968     17     1951      0.02548
1968     18     1950      0.05066
1968     19     1949      0.08152
1968     20     1948      0.11261
1968     21     1947      0.14115
1968     22     1946      0.15584
1968     23     1945      0.15733
1968     24     1944      0.16485
1968     25     1943      0.17101
1968     26     1942      0.16634
1968     27     1941      0.15397
1968     28     1940      0.14215
1968     29     1939      0.12861
1968     30     1938      0.11540
1968     31     1937      0.10109
1968     32     1936      0.08920
1968     33     1935      0.08046
1968     34     1934      0.07094
1968     35     1933      0.06253
1968     36     1932      0.05488
1968     37     1931      0.04838
1968     38     1930      0.04192
1968     39     1929      0.03489
1968     40     1928      0.02779
1968     41     1927      0.02051
1968     42     1926      0.01540
1968     43     1925      0.01121
1968     44     1924      0.00689
1968     45     1923      0.00411
1968     46     1922      0.00250
1968     47     1921      0.00136
1968     48     1920      0.00064
1968     49     1919      0.00019
1968     50     1918      0.00003
1968     51     1917      0.00001
1968     52     1916      0.00001
1968     53     1915      0.00000
1968     54     1914      0.00000
1968     55+    1913-     0.00000
1969     12-    1957+     0.00000
1969     13     1956      0.00002
1969     14     1955      0.00046
1969     15     1954      0.00309
1969     16     1953      0.01042
1969     17     1952      0.02637
1969     18     1951      0.05062
1969     19     1950      0.07776
1969     20     1949      0.10401
1969     21     1948      0.12835
1969     22     1947      0.15219
1969     23     1946      0.16233
1969     24     1945      0.16131
1969     25     1944      0.16569
1969     26     1943      0.16735
1969     27     1942      0.15607
1969     28     1941      0.14256
1969     29     1940      0.13060
1969     30     1939      0.11679
1969     31     1938      0.10102
1969     32     1937      0.08753
1969     33     1936      0.07714
1969     34     1935      0.06879
1969     35     1934      0.06142
1969     36     1933      0.05232
1969     37     1932      0.04517
1969     38     1931      0.03951
1969     39     1930      0.03308
1969     40     1929      0.02590
1969     41     1928      0.01898
1969     42     1927      0.01391
1969     43     1926      0.00992
1969     44     1925      0.00619
1969     45     1924      0.00360
1969     46     1923      0.00197
1969     47     1922      0.00103
1969     48     1921      0.00045
1969     49     1920      0.00016
1969     50     1919      0.00005
1969     51     1918      0.00002
1969     52     1917      0.00001
1969     53     1916      0.00001
1969     54     1915      0.00000
1969     55+    1914-     0.00000
1970     12-    1958+     0.00000
1970     13     1957      0.00002
1970     14     1956      0.00050
1970     15     1955      0.00325
1970     16     1954      0.01155
1970     17     1953      0.02923
1970     18     1952      0.05195
1970     19     1951      0.07622
1970     20     1950      0.09870
1970     21     1949      0.11852
1970     22     1948      0.13991
1970     23     1947      0.15903
1970     24     1946      0.16198
1970     25     1945      0.15760
1970     26     1944      0.15849
1970     27     1943      0.15491
1970     28     1942      0.14334
1970     29     1941      0.12777
1970     30     1940      0.11470
1970     31     1939      0.09878
1970     32     1938      0.08475
1970     33     1937      0.07370
1970     34     1936      0.06259
1970     35     1935      0.05604
1970     36     1934      0.04858
1970     37     1933      0.04051
1970     38     1932      0.03578
1970     39     1931      0.02991
1970     40     1930      0.02298
1970     41     1929      0.01700
1970     42     1928      0.01282
1970     43     1927      0.00898
1970     44     1926      0.00522
1970     45     1925      0.00312
1970     46     1924      0.00173
1970     47     1923      0.00080
1970     48     1922      0.00033
1970     49     1921      0.00012
1970     50     1920      0.00003
1970     51     1919      0.00001
1970     52     1918      0.00000
1970     53     1917      0.00000
1970     54     1916      0.00000
1970     55+    1915-     0.00000
1971     12-    1959+     0.00000
1971     13     1958      0.00002
1971     14     1957      0.00047
1971     15     1956      0.00312
1971     16     1955      0.01095
1971     17     1954      0.02689
1971     18     1953      0.04786
1971     19     1952      0.07005
1971     20     1951      0.09049
1971     21     1950      0.10860
1971     22     1949      0.12718
1971     23     1948      0.14428
1971     24     1947      0.15152
1971     25     1946      0.15380
1971     26     1945      0.15158
1971     27     1944      0.14586
1971     28     1943      0.13559
1971     29     1942      0.12108
1971     30     1941      0.10667
1971     31     1940      0.09239
1971     32     1939      0.07999
1971     33     1938      0.06791
1971     34     1937      0.05822
1971     35     1936      0.05018
1971     36     1935      0.04326
1971     37     1934      0.03626
1971     38     1933      0.02939
1971     39     1932      0.02390
1971     40     1931      0.01954
1971     41     1930      0.01414
1971     42     1929      0.00972
1971     43     1928      0.00697
1971     44     1927      0.00464
1971     45     1926      0.00268
1971     46     1925      0.00111
1971     47     1924      0.00048
1971     48     1923      0.00026
1971     49     1922      0.00008
1971     50     1921      0.00002
1971     51     1920      0.00002
1971     52     1919      0.00001
1971     53     1918      0.00001
1971     54     1917      0.00000
1971     55+    1916-     0.00000
1972     12-    1960+     0.00000
1972     13     1959      0.00002
1972     14     1958      0.00047
1972     15     1957      0.00312
1972     16     1956      0.01098
1972     17     1955      0.02707
1972     18     1954      0.04662
1972     19     1953      0.06530
1972     20     1952      0.08144
1972     21     1951      0.09617
1972     22     1950      0.11344
1972     23     1949      0.12894
1972     24     1948      0.13937
1972     25     1947      0.14760
1972     26     1946      0.14574
1972     27     1945      0.13487
1972     28     1944      0.12526
1972     29     1943      0.11481
1972     30     1942      0.10127
1972     31     1941      0.08587
1972     32     1940      0.07367
1972     33     1939      0.06263
1972     34     1938      0.05211
1972     35     1937      0.04362
1972     36     1936      0.03709
1972     37     1935      0.03158
1972     38     1934      0.02572
1972     39     1933      0.02030
1972     40     1932      0.01578
1972     41     1931      0.01157
1972     42     1930      0.00864
1972     43     1929      0.00600
1972     44     1928      0.00333
1972     45     1927      0.00192
1972     46     1926      0.00112
1972     47     1925      0.00053
1972     48     1924      0.00023
1972     49     1923      0.00011
1972     50     1922      0.00004
1972     51     1921      0.00001
1972     52     1920      0.00001
1972     53     1919      0.00000
1972     54     1918      0.00000
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00002
1973     14     1959      0.00053
1973     15     1958      0.00327
1973     16     1957      0.01095
1973     17     1956      0.02655
1973     18     1955      0.04487
1973     19     1954      0.06253
1973     20     1953      0.07835
1973     21     1952      0.09210
1973     22     1951      0.10720
1973     23     1950      0.12289
1973     24     1949      0.13503
1973     25     1948      0.14203
1973     26     1947      0.14305
1973     27     1946      0.13628
1973     28     1945      0.12368
1973     29     1944      0.11126
1973     30     1943      0.09744
1973     31     1942      0.08145
1973     32     1941      0.06818
1973     33     1940      0.05851
1973     34     1939      0.04832
1973     35     1938      0.03937
1973     36     1937      0.03257
1973     37     1936      0.02744
1973     38     1935      0.02277
1973     39     1934      0.01765
1973     40     1933      0.01316
1973     41     1932      0.00957
1973     42     1931      0.00721
1973     43     1930      0.00488
1973     44     1929      0.00286
1973     45     1928      0.00160
1973     46     1927      0.00083
1973     47     1926      0.00031
1973     48     1925      0.00010
1973     49     1924      0.00006
1973     50     1923      0.00003
1973     51     1922      0.00001
1973     52     1921      0.00001
1973     53     1920      0.00000
1973     54     1919      0.00000
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00002
1974     14     1960      0.00048
1974     15     1959      0.00318
1974     16     1958      0.01094
1974     17     1957      0.02584
1974     18     1956      0.04197
1974     19     1955      0.05855
1974     20     1954      0.07489
1974     21     1953      0.08867
1974     22     1952      0.10325
1974     23     1951      0.11854
1974     24     1950      0.13147
1974     25     1949      0.13962
1974     26     1948      0.14178
1974     27     1947      0.13794
1974     28     1946      0.12791
1974     29     1945      0.11183
1974     30     1944      0.09702
1974     31     1943      0.08197
1974     32     1942      0.06771
1974     33     1941      0.05679
1974     34     1940      0.04723
1974     35     1939      0.03820
1974     36     1938      0.02976
1974     37     1937      0.02390
1974     38     1936      0.01956
1974     39     1935      0.01546
1974     40     1934      0.01177
1974     41     1933      0.00833
1974     42     1932      0.00585
1974     43     1931      0.00412
1974     44     1930      0.00252
1974     45     1929      0.00134
1974     46     1928      0.00071
1974     47     1927      0.00035
1974     48     1926      0.00017
1974     49     1925      0.00004
1974     50     1924      0.00001
1974     51     1923      0.00001
1974     52     1922      0.00001
1974     53     1921      0.00001
1974     54     1920      0.00000
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00002
1975     14     1961      0.00058
1975     15     1960      0.00350
1975     16     1959      0.01132
1975     17     1958      0.02652
1975     18     1957      0.04269
1975     19     1956      0.05795
1975     20     1955      0.07427
1975     21     1954      0.08994
1975     22     1953      0.10570
1975     23     1952      0.11979
1975     24     1951      0.13091
1975     25     1950      0.13876
1975     26     1949      0.14172
1975     27     1948      0.13835
1975     28     1947      0.12993
1975     29     1946      0.11663
1975     30     1945      0.09903
1975     31     1944      0.08313
1975     32     1943      0.06833
1975     33     1942      0.05560
1975     34     1941      0.04509
1975     35     1940      0.03699
1975     36     1939      0.02909
1975     37     1938      0.02251
1975     38     1937      0.01778
1975     39     1936      0.01383
1975     40     1935      0.01018
1975     41     1934      0.00736
1975     42     1933      0.00540
1975     43     1932      0.00382
1975     44     1931      0.00231
1975     45     1930      0.00131
1975     46     1929      0.00064
1975     47     1928      0.00027
1975     48     1927      0.00019
1975     49     1926      0.00007
1975     50     1925      0.00002
1975     51     1924      0.00002
1975     52     1923      0.00001
1975     53     1922      0.00001
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00002
1976     14     1962      0.00056
1976     15     1961      0.00331
1976     16     1960      0.01062
1976     17     1959      0.02467
1976     18     1958      0.04016
1976     19     1957      0.05562
1976     20     1956      0.07122
1976     21     1955      0.08653
1976     22     1954      0.10167
1976     23     1953      0.11527
1976     24     1952      0.12623
1976     25     1951      0.13507
1976     26     1950      0.13793
1976     27     1949      0.13475
1976     28     1948      0.12757
1976     29     1947      0.11618
1976     30     1946      0.10113
1976     31     1945      0.08262
1976     32     1944      0.06655
1976     33     1943      0.05487
1976     34     1942      0.04422
1976     35     1941      0.03544
1976     36     1940      0.02850
1976     37     1939      0.02216
1976     38     1938      0.01714
1976     39     1937      0.01303
1976     40     1936      0.00976
1976     41     1935      0.00705
1976     42     1934      0.00476
1976     43     1933      0.00298
1976     44     1932      0.00183
1976     45     1931      0.00103
1976     46     1930      0.00058
1976     47     1929      0.00028
1976     48     1928      0.00016
1976     49     1927      0.00004
1976     50     1926      0.00000
1976     51     1925      0.00001
1976     52     1924      0.00001
1976     53     1923      0.00001
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00002
1977     14     1963      0.00051
1977     15     1962      0.00316
1977     16     1961      0.01025
